,,,,,,FCD/Test,FCD/Test,SNN/Test,SNN/Test,Scaf/Test,Scaf/Test,IntDiv,IntDiv,IntDiv2,IntDiv2,Filters,Filters,logP,logP,SA,SA,QED,QED,weight,weight
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
aug,notation,hl,hu,bs,lr,,,,,,,,,,,,,,,,,,,,
1,SELFIES,2,256,256,0.001,10.638886490989837,0.43623101312773654,0.32019103449136016,0.006565962344787746,0.12698219692227028,0.04074852565078482,0.8842561931684614,0.0036509754106307172,0.8796294863852896,0.0035536111020132263,0.4383333333333333,0.019006212434651743,0.8758490690973325,0.42249106633256317,1.2691033103056724,0.12744030482239804,0.05125108471548008,0.02218770709919212,11.772781968245972,5.082192777858965
1,SELFIES,2,256,512,0.001,9.451566134352621,0.1503643671434934,0.3281958014761408,0.00217584690267959,0.1786940549583884,0.012054950406345175,0.8838818485975187,0.00048460742366637994,0.8791968739618874,0.00042813742998391375,0.45649999999999996,0.014927603067248729,0.3436702312398462,0.08723999740866308,1.129310617853718,0.036488779844880026,0.03056761713784384,0.010748531760432365,9.116322062956414,3.9930902923169014
1,SELFIES,2,512,256,0.001,6.016947849229602,0.4109157162776727,0.37146946815202625,0.006598687048725406,0.25160666387702196,0.047258666765899245,0.8797283435266097,0.0016318600419963029,0.8748931368205997,0.0016501667787720167,0.5672666666666666,0.014548100295991306,0.2616082495350186,0.18106420656298458,0.783058331454933,0.09302913623951416,0.021559423568807096,0.008288885143129684,6.2755462883949615,2.4801769527670006
1,SELFIES,2,512,512,0.001,5.527838282539568,0.20716490833159312,0.3768483914226293,0.004777527265764853,0.2535177219547647,0.042642653168945055,0.8795861289580756,0.001251872934125435,0.8747427711862505,0.0012058635782295354,0.5776666666666667,0.00790217972741979,0.20064579526065512,0.08856104949746127,0.7448468775865105,0.044273441212139095,0.01939960005583732,0.003043664536885293,4.536643325460756,2.6756462593441572
1,SELFIES,3,256,256,0.001,10.009895273823576,0.7490871020000065,0.32679871834541363,0.0065479171626286045,0.1843524434327421,0.032414108560454784,0.8842141099358386,0.0013041222544237388,0.8794539861747432,0.0012396038848903467,0.44413333333333327,0.040393790776966386,0.3317210268772778,0.1350919704561192,1.0957629546480439,0.1154874673058279,0.043428667059910366,0.030997391632418096,17.580320068573744,7.559513869368563
1,SELFIES,3,256,512,0.001,9.037776699854234,0.36800852236220283,0.331171341846014,0.0028663872105130286,0.1889470633264635,0.020556291641731124,0.8827213740866489,0.001224330364448782,0.8780389974340256,0.0012280820047535473,0.4701666666666666,0.013010679374182474,0.3049265987291595,0.10052774834074081,1.0713749813148656,0.05471551365602155,0.0375029678983509,0.012181352283656119,8.33351366433105,1.4650681155312113
1,SELFIES,3,512,256,0.001,6.9577030333423195,1.2480074366929068,0.35970321473951145,0.013560990852081362,0.24465278140104232,0.08890602863298254,0.8812629581225766,0.0017279781716890872,0.8764198157556858,0.0016314668441017345,0.5578333333333333,0.05117005960520275,0.4306645401558672,0.3928500714534217,0.8365306477470933,0.15238648515247874,0.03607778385599082,0.01718531502454678,13.22667294316245,10.043932592744072
1,SELFIES,3,512,512,0.001,5.160954253439985,0.6593570298438416,0.3781722483369211,0.012045526775009772,0.27852299139045145,0.03985730034750505,0.8806016350001018,0.0004984273779550698,0.8755987261225968,0.0005397794472145761,0.6007999999999999,0.027890510134372864,0.12004608889759905,0.046265684677607284,0.6979989284773915,0.09046648488642992,0.01942166526199884,0.006694893661723693,8.597915149831765,5.450359366660431
1,SMILES,2,256,256,0.001,2.0535919831479164,0.5262368647669932,0.41463047839328643,0.017391565447919047,0.24826193782216216,0.08863486837551687,0.8653913946256001,0.002290339074004529,0.8598950376342177,0.0018987569472680346,0.7939666666666667,0.06671970806624117,0.44635153105731706,0.27630534331680406,0.13116256955541225,0.1319899784266254,0.06416748989069018,0.05342952563121035,36.746627747124734,30.092405444767977
1,SMILES,2,256,512,0.001,1.2727607296722454,0.061687148074740066,0.4191353394503395,0.0036789023754779026,0.27244622356232834,0.03428427221455698,0.8684393294971361,0.0009109033478316058,0.8628898969010805,0.0008106801264469727,0.8334333333333334,0.010260225252021625,0.13690871026916165,0.03075666025175445,0.04576879216422745,0.017812136296465143,0.019863250515049162,0.005619792954082879,13.666015768621154,3.983601173883811
1,SMILES,2,512,256,0.001,1.4657290938308136,0.21856693716325523,0.46358605002611875,0.017616019057245826,0.3123092113108782,0.0720800291283876,0.8677304508581374,0.004614670471898368,0.862087135892669,0.0042448319662951395,0.8183,0.02647309955407563,0.42704276344311276,0.21221080001238862,0.0960545721494657,0.06479014035533905,0.056554680107509955,0.018409834163706625,31.49454752503175,8.90520697372919
1,SMILES,2,512,512,0.001,0.8463735707386093,0.12826338074590482,0.4857312773048877,0.002883401258524596,0.379318223759753,0.04238407441080642,0.8691508877991516,0.0010661791056699305,0.8634329792228248,0.0010867958986714146,0.8486666666666667,0.004795831523312699,0.08093981613465202,0.028778184589426877,0.05087087838904406,0.02695105389441822,0.02349660345454522,0.011019873751029034,13.69228574340294,4.244029593159581
1,SMILES,3,256,256,0.001,2.366807175023814,0.690992457073813,0.4194493324687083,0.020195860803988445,0.27596704068091,0.07714379377396527,0.8694265162322363,0.0013903747051164765,0.8636524843063926,0.001710338607144143,0.8226333333333333,0.04896844221877326,0.24143676484107393,0.17751324788830067,0.178672902271206,0.13422998955611573,0.04649365211014126,0.009675334893817087,29.047695286380566,8.612396690428268
1,SMILES,3,256,512,0.001,1.2839709092138605,0.08683945669739183,0.42833609309370324,0.008978885735006525,0.31479530023333163,0.042463032524847885,0.8695814421829727,0.0014980395943131252,0.8638014781650526,0.0012985957948119444,0.8440333333333333,0.014330135302144855,0.16260502732321874,0.11551587454006662,0.06083804399490598,0.023016342956768833,0.030097212868048902,0.018436851630290994,21.003349456196098,11.448856913799712
1,SMILES,3,512,256,0.001,1.1640330333869513,0.09494834576066971,0.48396989184121286,0.011338072158468932,0.3423383222132955,0.07064231363961353,0.8674500180418331,0.002348273384118068,0.8617697091215877,0.002169907172250605,0.8388666666666668,0.017282135927663044,0.3081340412610008,0.14208179503476517,0.08916853757005457,0.04223507032463513,0.02513600520789616,0.017976134444756937,14.792005946469724,15.825219432662461
1,SMILES,3,512,512,0.001,0.7332561810033524,0.07067984336445472,0.49796185816377403,0.0023052515422770955,0.364451664740049,0.021621404529095126,0.8693687128820631,0.0014747437742330999,0.8637167521941228,0.0014396814203448043,0.8444,0.006800326789533339,0.10572406550062378,0.029499124053215742,0.02667432139528052,0.007522730660947176,0.01773380521679088,0.007387175309317495,9.246973602623026,4.694998465661607
1,fragSMILES,2,256,256,0.001,1.1622777967613842,0.2643776216648947,0.45825073607141775,0.007593003318357691,0.28615791510875366,0.027475205849697298,0.8672793358031665,0.0023430519189387602,0.8618823677262334,0.002071103732656633,0.8389666666666666,0.008790304001821785,0.14809843810878714,0.0720892688464908,0.04445865284275312,0.04146768291668603,0.02551654500439688,0.020479096629290188,13.31704927277094,10.852698685041553
1,fragSMILES,2,256,512,0.001,0.8386711900131445,0.04232374726800881,0.47506613566540173,0.0035310121896804654,0.3480306623565058,0.024275284167812584,0.8695434288985519,0.0003469430667790701,0.8639215030071142,0.0003120462682518991,0.8457000000000001,0.004967114073808076,0.10938837142207006,0.029965186801580026,0.05365923600499606,0.025046012472423714,0.01640061090838716,0.009326974670312646,10.800170379236617,6.178502975639902
1,fragSMILES,2,512,256,0.001,1.123439066678887,0.16044511331436725,0.4915524503905326,0.00724554255913693,0.41405978559130896,0.04812548623766066,0.8701073671908833,0.0023092197663106733,0.864302295259227,0.0023990308279133814,0.8481666666666665,0.006326750965367426,0.20744512234345253,0.1862058274593493,0.07670620978964607,0.09246351116912647,0.03926034066146198,0.019955401484633036,23.46849554258602,10.036277608881726
1,fragSMILES,2,512,512,0.001,0.6912014667842584,0.04972389314304013,0.5102892348897954,0.002531698781004587,0.3845491340955029,0.020947303292661288,0.868949714140647,0.0008411934215210187,0.8633625236314296,0.0008007430142693336,0.8453666666666667,0.0033237361842092914,0.11197103339159405,0.061879238151936564,0.054894247230243366,0.0268646902718864,0.01397176551756614,0.01067549661136619,8.961048492001078,4.824046834480238
1,fragSMILES,3,256,256,0.001,1.0429071054799295,0.09604814944397962,0.4597761466053624,0.0031445224177037976,0.35826851434658546,0.017782205057478698,0.8693212410195926,0.0009319623862925506,0.8637319695261979,0.0007717725832525612,0.8447666666666667,0.004454398575191344,0.18073146389912617,0.11897762098004537,0.038282428504390925,0.02459671061525953,0.01561996343078686,0.015026624740049807,11.822993479396022,8.839511462591215
1,fragSMILES,3,256,512,0.001,0.8443155984956803,0.06466907561553766,0.47319133762779336,0.0051550046159794536,0.36167399199254296,0.029591520164373025,0.8690290803876985,0.0012959046416862335,0.8634694406261165,0.0012329671611509736,0.8392999999999999,0.008183995221026112,0.09212148433311462,0.02798862979062936,0.04192515789476912,0.026233658531745214,0.01224584478593064,0.006591089136302336,8.977898835922675,6.676333871045932
1,fragSMILES,3,512,256,0.001,1.0230143151480262,0.16043941620362503,0.49189585958930354,0.006252327395690674,0.39413631190308224,0.06500780690327541,0.8682752111132104,0.0017250116712704845,0.8625942617695775,0.0016971638094371924,0.8413666666666668,0.0015064675384635314,0.23038241707683688,0.10852756618029244,0.09496600065422331,0.06499749180896047,0.02400359111961946,0.018892856816481014,14.77427223044096,13.481322108533634
1,fragSMILES,3,512,512,0.001,0.6936732818398866,0.06588129198902173,0.5167900429392854,0.004087375808319012,0.4082413131902899,0.01881387348363701,0.8699664190252516,0.0007612918141739971,0.8643543327869707,0.0007413090578516198,0.8503333333333332,0.004104536785341579,0.09601524835630007,0.03693767485100766,0.03846103004569849,0.023398248707023672,0.012418455243974441,0.009083586732888662,8.252664314133469,3.93248450525702
1,t-SMILES,2,256,256,0.001,3.188148551197412,0.268011003371378,0.3947992910993595,0.010546276835084632,0.3295712996666266,0.04518634905497079,0.8744821491863005,0.003201414661332465,0.8680726477983282,0.0032515530819890847,0.825,0.017521415467935238,0.2494288062976048,0.17421915382370454,0.07045715278908067,0.025225458179740232,0.03124706212149724,0.018290238848347396,41.22237122570367,13.298196491229286
1,t-SMILES,2,256,512,0.001,2.335144663992634,0.07829919127875705,0.3944398281935602,0.002708276594460849,0.3202802023549752,0.010785528677590623,0.8779847093147406,0.0003503734445910569,0.8716622958129271,0.00036922523972362294,0.8164,0.013201746517454116,0.3509581379656987,0.11181233691397745,0.07638393055216366,0.026922123895058964,0.03354357980506156,0.005110072663766423,45.114251868977874,2.8227874650449807
1,t-SMILES,2,512,256,0.001,2.1253282041068617,0.37019871360934326,0.4226467923628787,0.01414119410033695,0.32740730624814834,0.04325943178824357,0.8735153685464756,0.002240842544216303,0.8674018216794183,0.0021249707165786297,0.8183333333333334,0.029528705431231556,0.32306393669948685,0.20640781291472093,0.08384707601516386,0.046584452444106736,0.04707846945519306,0.03114725415377872,42.800072068977876,13.116763411158685
1,t-SMILES,2,512,512,0.001,1.5600833000982206,0.08145085934410344,0.42849165768938474,0.0032012156048218283,0.3345266952186305,0.01658600918339983,0.8751603407888578,0.0008972722490199936,0.8690928134739301,0.0009223804190897661,0.8358843418347502,0.005784309537541152,0.2273580686373706,0.10841573328126726,0.046808616296418505,0.012513700013961791,0.03800746616057938,0.005256878114315671,38.216152657887015,3.059030755486443
1,t-SMILES,3,256,256,0.001,3.1713414993459166,0.4122646672934108,0.400335654289733,0.014634098317536341,0.31045686912482595,0.1006847607514332,0.8746240523772238,0.00307726942582943,0.868263273712661,0.003091157981574353,0.8279885647607935,0.01168391407685156,0.14624057048002645,0.07519783874375244,0.14251868562309802,0.05812028897714638,0.054540484561767376,0.02634090954140455,48.135168331182484,16.898020806376277
1,t-SMILES,3,256,512,0.001,2.3798747927454826,0.18907334077018292,0.3996552559486973,0.003869609160294594,0.3143392814974003,0.029148819948235268,0.877105569484163,0.0010376506620726179,0.8707185231526889,0.0009204613472531456,0.8340218314163472,0.006848579671111702,0.26516773385808656,0.12714161804480598,0.05835093509900213,0.014832998994668233,0.04393778397050484,0.013612174237891026,48.98596583820053,6.785152865414219
1,t-SMILES,3,512,256,0.001,1.9133636625134556,0.42181406776350633,0.42530376137913706,0.007847772239088932,0.28604444999512235,0.03362569405631108,0.8741213705266965,0.001823358504529986,0.868104896513189,0.0018494776883829253,0.8260603878424181,0.015052172649082323,0.23339055393066524,0.08328747024037449,0.06851328749384024,0.03936972446278081,0.03977926307528884,0.01336627740615399,38.291633038495014,4.5766914240687475
1,t-SMILES,3,512,512,0.001,1.5109233527130073,0.04332782540105424,0.43511568262961997,0.0058406691410937996,0.34416194602863714,0.02442801086702119,0.8753555729270728,0.0016367812279438677,0.8692808500800355,0.0015953360960464721,0.8316333333333332,0.01199270611663607,0.1756327704514023,0.11038740091911384,0.04587789315121886,0.012670770499980204,0.04131065180528564,0.014350142935944957,39.06809713564454,4.07602202572754
5,SELFIES,2,256,256,0.001,6.177838060697023,0.5516511579304764,0.3439438077504436,0.00415707604938141,0.23292648316094705,0.02739603073844368,0.8812113251414513,0.0008147360151530428,0.8765267177220462,0.0008058714606511523,0.5876666666666666,0.02299698047812173,0.18083511304699224,0.10072518597361012,0.8359122549092319,0.09352010562342368,0.03709825566515776,0.011656504342090201,8.025355819187343,4.04147876403302
5,SELFIES,2,256,512,0.001,7.085543418363132,0.3225152779427726,0.33410794134090344,0.0016923949365974923,0.21167278017468658,0.0061630353400489,0.8834726439347798,0.0012479967063630955,0.8788429062181725,0.001168515509560337,0.5517666666666666,0.010198447594282822,0.21983718080226952,0.08275151515873855,0.9502928458368552,0.025234176603339563,0.03841748580770224,0.008930149239478838,8.701372175535168,4.319254882622132
5,SELFIES,2,512,256,0.001,3.3914887553864816,0.11459455859863904,0.37451805713971453,0.0014333822419457444,0.25440899205327044,0.01899070799511057,0.8763832291634241,0.0006253427124968838,0.8715243487536162,0.0005631301691965383,0.6793333333333333,0.014128871150944793,0.12287146150961167,0.047097128259069726,0.5261920856058094,0.01638061839372366,0.0171556358768131,0.0049899276970313345,4.567080052583636,1.6676491757546348
5,SELFIES,2,512,512,0.001,3.9035469966914462,0.10909654665741896,0.3655882370131711,0.001391264995291391,0.22894837066678578,0.024344307883943823,0.8782311782612483,0.0008794697716633856,0.8733789526087545,0.0008595097707625113,0.6542666666666667,0.011883461897387754,0.14874663990853626,0.0838179372841174,0.604337643300149,0.04972496024383371,0.02332398475630808,0.004160332496588134,4.6123131811666225,3.512856482386949
5,SELFIES,3,256,256,0.001,5.472238190289315,0.30461836501514167,0.3485185326732695,0.0043886043085361644,0.221151937274856,0.029497374094677425,0.8809357971422938,0.000685911788523995,0.8761687667850693,0.0007328495447352715,0.6016666666666667,0.021849230853485214,0.23609598472083312,0.10485725796016238,0.7558103618267609,0.08979124684301858,0.03360779474501706,0.012752423600467416,6.4969224889356045,4.866124061933963
5,SELFIES,3,256,512,0.001,6.359695722414017,0.36480047998713516,0.3408505289117495,0.004384976556391971,0.22178283839662588,0.024661037210773753,0.8819442019353556,0.001015178778877459,0.8771940575075969,0.0010101133761599888,0.5777,0.01330956214322787,0.22160446422131455,0.0758781543714599,0.8421225991134118,0.0581138021490226,0.03207020892977266,0.008136705867108457,9.501259514721031,3.2736970710981765
5,SELFIES,3,512,256,0.001,3.0700938085374077,0.15940494625091808,0.37690699481417733,0.0010759674627123961,0.2458508481869072,0.02872643837453458,0.8755920446192265,0.0011678001764952614,0.8707432116399948,0.0011019972395836363,0.6831666666666667,0.008678677574633403,0.13782169377385176,0.019705967917028153,0.4899485904039569,0.02731428865205681,0.02877863780184046,0.016750513303534196,7.567599251547508,3.928133188022378
5,SELFIES,3,512,512,0.001,3.60727013427618,0.23211898509067916,0.36847815239727494,0.004067733032528895,0.24090818144819864,0.016274168407580582,0.8777533918257607,0.0006323337385389057,0.8729010697088968,0.0006844131055245085,0.6664,0.02295091380412649,0.19526698097463419,0.11879623095836704,0.5658818309577182,0.04571714291621484,0.020621837786644816,0.006952884965460328,5.446112923592733,0.9296151611375365
5,SMILES,2,256,256,0.001,1.3280109451614721,0.036927542581126314,0.40210691736837223,0.006312517015662102,0.25456311783937896,0.03248655207754292,0.8717728011070992,0.0014659563920101796,0.8662753412826515,0.0014419327075129726,0.8272999999999999,0.008904898776640984,0.0952877085673461,0.03900115231070405,0.10868716640507825,0.02966511783873544,0.01639940497352218,0.008169723786668526,11.328495314050588,5.742908472685614
5,SMILES,2,256,512,0.001,1.3990221247971335,0.04000319241971542,0.3950759706708292,0.004318470746314035,0.2259398201840778,0.025599681337170842,0.8712991574862029,0.001100030875882927,0.8659328241901865,0.001014291979997837,0.8118000000000001,0.009772694385662313,0.12741935448765526,0.03793638101865906,0.1345943232719729,0.03434783506343443,0.013054886686436059,0.011437862603327638,8.995180406151508,6.841723370514016
5,SMILES,2,512,256,0.001,0.9882401721578787,0.06806011826297749,0.4275754534706473,0.001492974494326755,0.29788663765445705,0.0359494686418417,0.8722505463125811,0.0013059021660820742,0.8666944798465949,0.0011889158693947069,0.8413666666666666,0.006092344923481168,0.11354117990604469,0.03656104484284892,0.061706409870310466,0.020117901166894766,0.02141129812160366,0.02161306304962861,14.500457647007432,9.375915136093667
5,SMILES,2,512,512,0.001,1.0413850907183502,0.04084619785863248,0.42249232402021686,0.002203111324193489,0.28684032325124387,0.03311524331182572,0.8715754682727151,0.0009406114895219465,0.8660122797425174,0.0008615600338180391,0.8376333333333333,0.008794253174027268,0.13459083332481675,0.03999031652490845,0.0484088142326067,0.015432923509884577,0.0225904263089187,0.013468088953604844,17.228439892659136,8.895618710872656
5,SMILES,3,256,256,0.001,1.2242551308096608,0.042206794588073714,0.40649369427685933,0.0024020494748220747,0.2332863203530975,0.031576961778923475,0.8700950400554207,0.0011018678017218283,0.8646630819560936,0.0010842502931713727,0.8283333333333334,0.013250786140200617,0.1217454032274102,0.0475481970398771,0.08756951793274761,0.03526731384306347,0.01913416592288574,0.01002097002775732,11.456402401848354,2.8844121307461608
5,SMILES,3,256,512,0.001,1.2829855489548208,0.04754610873374203,0.4020341139793396,0.004009678495071703,0.2368347876023941,0.02730854202063666,0.870216349064848,0.0008370145461768732,0.8647750953477814,0.0007990028556512108,0.8209666666666667,0.004529839339804933,0.09997433395800742,0.021900162174228716,0.07982271765423238,0.027265431906322874,0.01086813476763464,0.0042353964177640185,8.490629116237896,2.2279018184432346
5,SMILES,3,512,256,0.001,0.8910603294165469,0.03662602487712679,0.43228199804102374,0.005759985827931926,0.2739779022608946,0.05032565310912693,0.8710444361978796,0.0007067532798903435,0.8655555956070492,0.0007653716054432183,0.8392999999999999,0.0038467157709170877,0.0985468017857644,0.03019288781213245,0.06217553388553143,0.052489463579024405,0.00801987800652148,0.003497103553282091,6.908610733674498,2.727876260166794
5,SMILES,3,512,512,0.001,0.9571844945121484,0.045546741091616515,0.42587596415032947,0.003407813470887972,0.27295919414937664,0.02394842309935666,0.870334319676582,0.0008886941497468269,0.8648142594305103,0.0009451600848171871,0.8340666666666667,0.018191725835909278,0.08456217618080548,0.025632448438776993,0.0573697045093579,0.018510182788642547,0.01098117313892058,0.006099231420135965,7.337488001795701,2.0305076727976656
5,fragSMILES,2,256,256,0.001,0.8396271630462223,0.07792209100283745,0.4720604052728662,0.004834616995886314,0.3906837925566306,0.03800447522959789,0.8702493440004624,0.0018797815302712018,0.8646124831335713,0.0017075449430343558,0.8491333333333333,0.006445713476584449,0.11129326229556051,0.09108200318201776,0.036155368319900696,0.020377588418290037,0.02188793208724724,0.016990730905125265,12.92328761364053,10.738654882767296
5,fragSMILES,2,256,512,0.001,0.9054389270763409,0.10470748906167154,0.45201800559386607,0.005408924433568785,0.36215889112635474,0.05997284817663631,0.8693725327904118,0.001519268470840571,0.8638956297984162,0.001317867725432802,0.8495333333333333,0.009100824138505239,0.11652175684952808,0.0537579602902683,0.0358171097158549,0.024055819158247976,0.016161255675749577,0.020451095116816535,9.042077468933957,11.020360689849818
5,fragSMILES,2,512,256,0.001,0.7165274953036999,0.05600402000054396,0.5004627555519343,0.006199600653461134,0.3804137722730174,0.021546863707639502,0.8688322505373002,0.002012996205467811,0.863423713028042,0.0018656270847926635,0.8450666666666666,0.012158444710479102,0.14858860887883427,0.06606648193654348,0.04529194695542382,0.02178755502074611,0.01515614847971968,0.006972632256762419,6.74537255595956,4.2280648664500715
5,fragSMILES,2,512,512,0.001,0.7605402012467778,0.0743628846397014,0.48019959661712247,0.004595376926324579,0.3633757078682696,0.04946797276728446,0.8689506929390696,0.002742768307412745,0.8635102060787123,0.0025808236976412467,0.8465,0.008459872602140312,0.16122337671935913,0.093651211094045,0.04571905413349284,0.027709051972223824,0.023052102855001,0.02031339865762773,11.11525899772199,10.11073379712294
5,fragSMILES,3,256,256,0.001,0.7970106809404228,0.07645285841561258,0.474826742936174,0.0033193000353192816,0.37526148543641047,0.019955574678614932,0.8698150823849996,0.001755156098344129,0.8643086881446116,0.001684673127253174,0.8444,0.004361447262345646,0.10274036293378355,0.028008736695542064,0.035313653188383275,0.012379071023417738,0.01251189875589274,0.006030555339677412,8.235249450672367,3.6527551262359133
5,fragSMILES,3,256,512,0.001,0.8902431729071367,0.06266318494635538,0.45660176388360557,0.004467182625688829,0.3586713436177905,0.039061370922640525,0.8686157818772504,0.0011509363228023868,0.8631989169848635,0.001087208891852062,0.8481666666666667,0.007399324293474343,0.12308362755634608,0.06993726773030681,0.03678122440927276,0.015107774778458085,0.01229007387575274,0.008778245979818081,8.650100177758528,3.9556106022664355
5,fragSMILES,3,512,256,0.001,0.6244829656094538,0.048541621336897316,0.5088282893170912,0.004098070677376956,0.3929212524976795,0.029188511551718886,0.8700005263402939,0.001595619959141821,0.8645482675256254,0.0015190901372329644,0.8446999999999999,0.012558972003224558,0.0713502534699591,0.025744594530566153,0.025448263414586565,0.01723146994943352,0.0086891262012801,0.004948887205840271,5.50999124236403,3.415817706548755
5,fragSMILES,3,512,512,0.001,0.6799427649136873,0.025743031338229982,0.4842246914555629,0.0033933871589696893,0.36487133512801534,0.05310756635361497,0.8686875882546744,0.0011613634906542684,0.8632752174736223,0.0010824094288459725,0.8441666666666668,0.009302030841583904,0.0880914962044104,0.04831771011230958,0.02614818908030016,0.010130172049918786,0.01111716028229086,0.011094159889008227,5.895134614748581,4.648501658390748
5,t-SMILES,2,256,256,0.001,1.7333608891215675,0.08743773669111517,0.406339888042092,0.006882840373691884,0.28032133213457344,0.021425397691959506,0.8748643254167433,0.0015657678490195244,0.8690310865061189,0.0016014798080671866,0.8143271656387177,0.010058353059363806,0.21899271495763908,0.08815765358221922,0.06803565984807444,0.022597951084169753,0.025766928791917842,0.0036368538950085354,32.568395505956246,2.2480856768160793
5,t-SMILES,2,256,512,0.001,1.8603085193004603,0.034266760739894285,0.4026885417445253,0.002944120688139317,0.28239293038882,0.04324473432644758,0.8759906465152627,0.0013186983353399087,0.8699596173792541,0.0012878291118775594,0.8242666666666667,0.008943184866453116,0.1995563889955542,0.08219408730314938,0.0463255241677313,0.030298811910014108,0.031826087888802264,0.005631127549791069,35.82252756897787,2.3750885824928267
5,t-SMILES,2,512,256,0.001,1.3713533518986196,0.05963272703682895,0.4431453294094651,0.005549310831225904,0.3131584851994042,0.0212400639637227,0.8744546010152339,0.001072328704672113,0.8686037815359832,0.001089634638720226,0.8225333333333336,0.009756336971994722,0.13815752649354496,0.06397312031964704,0.049991474290053864,0.016070459830094332,0.03226128008660595,0.01030342690473192,35.5851070023112,4.018024021756854
5,t-SMILES,2,512,512,0.001,1.3775415301047444,0.07895671629342792,0.44151069181698066,0.0026545272262145096,0.3368987941748333,0.02309008850169882,0.8747420520814014,0.0008477410767154685,0.8687299458770832,0.0008067445509717436,0.8304,0.011796656776863128,0.26936760919440994,0.033368172974832314,0.030541126316119722,0.008975150224740743,0.03843848886381181,0.006760019521480885,39.011525802311205,2.2317359332005298
5,t-SMILES,3,256,256,0.001,1.5843041788460084,0.06046648602823227,0.413527800910067,0.004539664946102503,0.2967388373459245,0.01816920986358226,0.874019691584682,0.001318229961653485,0.8681502700332082,0.0012692048941558337,0.8166936044896371,0.009957017506398508,0.16067849041169524,0.08535634886774723,0.05571527992177634,0.02049479899876462,0.03089222048291888,0.015444336756793705,32.09961512423151,5.102993933412579
5,t-SMILES,3,256,512,0.001,1.6644693271250077,0.03073674169647087,0.4066837603626151,0.003734541376874806,0.29406676600112364,0.019482893038681975,0.8745174610934476,0.0010005131029676055,0.8685722345501506,0.0010104212056283644,0.8209333333333333,0.008511919746906555,0.1676736848222226,0.049440228557971956,0.04472110299136976,0.012976747481930104,0.027216627247187004,0.007121382301379223,33.227991302311196,3.6081984449179014
5,t-SMILES,3,512,256,0.001,1.1957667451712495,0.042951988125721464,0.45215875592095295,0.004500635302046307,0.3094060056388642,0.026091928231365323,0.8752012598982629,0.0012697216723704787,0.8693496819609837,0.0012663834149202688,0.8359282602655999,0.010563132133537125,0.2367593599821995,0.09262722149058782,0.04851387629170982,0.021964732090677144,0.03657553990179438,0.0022138538511614916,34.23434601447989,1.126418795663143
5,t-SMILES,3,512,512,0.001,1.2714473750470745,0.05138221278202297,0.4474494908240934,0.002195437783509653,0.32963967783906145,0.026037037647047477,0.8743280038634846,0.0010115372034491766,0.8683575760140505,0.0009798976677611252,0.8381666666666667,0.007398385709809338,0.2020601854197846,0.07193084697708471,0.04459962582145154,0.01727657804318809,0.03385952111958612,0.0021893459419801875,33.9752804023112,1.8040334466043864
